 0000000006,  0000000003,  0.14261523001491565E+009,  0.39073121471221114E+002,  0.17652275357782528E+002, 
 0000000006,  0000000004,  0.39869791724177174E+008,  0.24913610531822357E+002, -0.16656560500871166E+002, 
 0000000006,  0000000005,  0.10366749290496991E+005,  0.95244261596833475E+001, -0.10064281233471732E+002, 
 0000000006,  0000000006,  0.64700200094722725E+008,  0.29262233221619550E+002, -0.63247872087039951E+001, 
 0000000006,  0000000007,  0.20389554086496457E+007,  0.65198839168148766E+001,  0.89415094111527935E+001, 
 0000000006,  0000000008,  0.23505413309062295E+008,  0.21924036454561580E+002,  0.21344587496999722E+002, 
 0000000006,  0000000009,  0.17990006482399499E+010, -0.92636150543735170E+002,  0.25199818340975803E+002, 
 0000000006,  0000000010,  0.11499304693665856E+009,  0.36829262859451816E+002,  0.65857089348503280E+002, 
 0000000007,  0000000001,  0.20055213539183579E+008,  0.21109045338705677E+002,  0.26913401678505366E+002, 
 0000000007,  0000000002,  0.22541975033405635E+009, -0.27110987833795484E+002, -0.37201345099062962E+002, 
 0000000007,  0000000003,  0.33522852477938181E+009,  0.53289995764402207E+002, -0.64462563334949692E+002, 
 0000000007,  0000000004,  0.31029170237304115E+009, -0.32200457293910929E+002,  0.44927763776314706E+002, 
 0000000007,  0000000005,  0.10561729153843394E+009,  0.35044160686058326E+002,  0.18272473221726202E+002, 
 0000000007,  0000000006,  0.83906765014262899E+005,  0.10833308830078071E+002,  0.19227023001553857E+002, 
 0000000007,  0000000007,  0.17735581314698103E+009,  0.43277972330952416E+002,  0.76532040927167955E+002, 
 0000000007,  0000000008,  0.24809717659142368E+008, -0.98206970387048997E+000,  0.82900684226501241E+002, 
 0000000007,  0000000009,  0.16686658717184733E+007,  0.73638494562648305E+001,  0.42693088159475671E+002, 
 0000000007,  0000000010,  0.28236436076652549E+008,  0.23044115753936318E+002,  0.20736668454920704E+002, 
 0000000008,  0000000001,  0.19779514499969352E+008, -0.11322141142455031E+001, -0.13365697922460448E+002, 
 0000000008,  0000000002,  0.40492894875033289E+009, -0.39755521609187497E+002, -0.54427111929333577E+002, 
 0000000008,  0000000003,  0.23824820098723881E+008, -0.34347327699870789E+001, -0.10000000000000000E+003, 
 0000000008,  0000000004,  0.26339707092591926E+009, -0.29273125688083773E+002,  0.15849116676214411E+002, 
 0000000008,  0000000005,  0.87748772058346108E+008, -0.12950223317662925E+002, -0.56173074049866401E+001, 
 0000000008,  0000000006,  0.36322674135117754E+008, -0.46070813729439291E+001,  0.10689928260613748E+002, 
 0000000008,  0000000007,  0.23320787374001157E+008, -0.22063640231122150E+001, -0.23467959072832045E+002, 
 0000000008,  0000000008,  0.40621997261953815E+007,  0.63361705158278490E+001,  0.89320985699845366E+002, 
 0000000008,  0000000009,  0.90259042867549300E+009,  0.82694094984828780E+002, -0.93323402180844539E+000, 
 0000000008,  0000000010,  0.29061425016813710E+008, -0.23643904609680888E+001,  0.57425381650927626E+002, 
 0000000009,  0000000001,  0.12737403572113225E+008,  0.98153726047725787E+000, -0.14532784881695326E+002, 
 0000000009,  0000000002,  0.44630496592083663E+009,  0.60244478390812503E+002, -0.56230908183506109E+002, 
 0000000009,  0000000003,  0.52285144747276974E+009, -0.45922800447130747E+002, -0.21600722168882967E+002, 
 0000000009,  0000000004,  0.48482299742385143E+009,  0.62193008053189452E+002, -0.70720485809179522E+002, 
 0000000009,  0000000005,  0.76069412722558647E+008, -0.11809459818049984E+002, -0.34440189900770228E+002, 
 0000000009,  0000000006,  0.38932250302860853E+007,  0.50909033660783241E+001,  0.17165193128604486E+001, 
 0000000009,  0000000007,  0.19528186441442716E+009, -0.25158716308990222E+002, -0.75902785040999163E+002, 
 0000000009,  0000000008,  0.67508855287125167E+007,  0.16381281746908535E+002,  0.15521738167819208E+002, 
 0000000009,  0000000009,  0.12316085247780682E+009, -0.17305905015171220E+002, -0.16385740836464294E+002, 
 0000000009,  0000000010,  0.11605841892324891E+008,  0.27117980797752885E+001,  0.74413438808138466E+002, 
 0000000010,  0000000001,  0.83105543584860116E+007,  0.17113954838778493E+002,  0.18402286626969321E+002, 
 0000000010,  0000000002,  0.63043773280513906E+009,  0.69885131347089555E+002, -0.57442081324513381E+002, 
 0000000010,  0000000003,  0.11135898995422235E+009,  0.35635262339344997E+002,  0.13056331411854885E+002, 
 0000000010,  0000000004,  0.10604601038316647E+010,  0.88168769779450315E+002, -0.43966866702729646E+002, 
 0000000010,  0000000005,  0.10680706847765430E+005,  0.97436644048709908E+001, -0.15395461377253426E+002, 
 0000000010,  0000000006,  0.32653263205570713E+008,  0.23531810376392265E+002, -0.11761535035848016E+002, 
 0000000010,  0000000007,  0.39783624127959318E+008, -0.56731357015745516E+001, -0.15376545948474593E+002, 
 0000000010,  0000000008,  0.21870661503489051E+008,  0.21330123463648967E+002,  0.93534003577739000E+001, 
 0000000010,  0000000009,  0.60659278062009716E+009, -0.49377435978661310E+002,  0.33716917991031124E+002, 
 0000000010,  0000000010,  0.15804564252541307E+008,  0.20661074185376076E+002,  0.80048542622162842E+002, 
